id,title,original_name,url,duration,count,liked_count,album_id,album_code,album_title,album_year,artists,languages
1193,ჩ - ჩუბინა.mp3,ჩუბინა,songs-file/%E1%83%A9%20-%20%E1%83%A9%E1%83%A3%E1%83%91%E1%83%98%E1%83%9C%E1%83%90.mp3,90.697143,0,0,800,ჩ,ჩუბინა,2021,chub1na.ge,BGM
1194,THGMP1 - The Hanging Tree.mp3,The Hanging Tree,songs-file/THGMP1%20-%20The%20Hanging%20Tree.mp3,218.540408,0,0,801,THGMP1,"The Hunger Games: Mockingjay, Part 1 – Original Motion Picture Soundtrack",2014,James Newton Howard,English
1196,DnS - DON`T STOP - Slowed.mp3,DON`T STOP - Slowed,songs-file/DnS%20-%20DON%60T%20STOP%20-%20Slowed.mp3,180.035918,0,0,802,DnS,DON`T STOP,2024,GLXXMSTRIDER,BGM
1197,WN - Why Not.mp3,Why Not,songs-file/WN%20-%20Why%20Not.mp3,169.032,0,0,803,WN,Why Not,2022,Ghostface Playa,BGM
1198,EMPR - EMPIRE.mp3,EMPIRE,songs-file/EMPR%20-%20EMPIRE.mp3,115.848,0,0,804,EMPR,EMPIRE,2024,Ogryzek,BGM
1199,2093 - If We Being Rëal.mp3,If We Being Rëal,songs-file/2093%20-%20If%20We%20Being%20R%C3%ABal.mp3,172.59102,0,0,805,2093,2093,2024,Yeat,English
1200,2001 - The Next Episode.mp3,The Next Episode,songs-file/2001%20-%20The%20Next%20Episode.mp3,197.302857,0,0,806,2001,2001,1999,Dr. Dre,English
1201,SMITSV - The Prowler.mp3,The Prowler,songs-file/SMITSV%20-%20The%20Prowler.mp3,167.328,0,0,807,SMITSV,Spider-Man: Into the Spider-Verse,2018,Daniel Pemberton,BGM
1202,SgrBrd - Me and the Devil.mp3,Me and the Devil,songs-file/SgrBrd%20-%20Me%20and%20the%20Devil.mp3,185.051429,0,0,808,SgrBrd,Sugarbread,2013,Soap&Skin,English
1203,HP - Dene Wala Jab Bhi Deta.mp3,Dene Wala Jab Bhi Deta,songs-file/HP%20-%20Dene%20Wala%20Jab%20Bhi%20Deta.mp3,407.536327,0,0,157,HP,Hera Pheri,2000,Amitabh Bhattacharya,Hindi
1204,HP - Humba Leela.mp3,Humba Leela,songs-file/HP%20-%20Humba%20Leela.mp3,477.857959,0,0,157,HP,Hera Pheri,2000,"Vinod Rathod, Abhijeet Bhattacharya, Anu Malik, Hariharan",Hindi
1205,DKT - Yeh Raaten Yeh Mausam (New Version).mp3,Yeh Raaten Yeh Mausam (New Version),songs-file/DKT%20-%20Yeh%20Raaten%20Yeh%20Mausam%20%28New%20Version%29.mp3,219.528,0,0,809,DKT,Dilli Ka Thug,1958,"Simran Sehgal, Kishore Kumar, Asha Bhosle, Sanam (band)",Hindi
1206,Ghr2 - Ghora 2.mp3,Ghora 2,songs-file/Ghr2%20-%20Ghora%202.mp3,203.284898,0,0,810,Ghr2,Ghora 2,2013,Benny Dhaliwal,Punjabi
1207,BKV3II - Movie Finale.mp3,Movie Finale,songs-file/BKV3II%20-%20Movie%20Finale.mp3,104.112,0,0,811,BKV3II,"Beat Konducta, Volume 3: In India",2007,Madlib,BGM
1208,F&FDTPV1 - WORTH NOTHING.mp3,WORTH NOTHING,songs-file/F%26FDTPV1%20-%20WORTH%20NOTHING.mp3,164.664,0,0,812,F&FDTPV1,Fast & Furious: Drift Tape (Phonk Vol 1),2022,"TWISTED, Fast & Furious: The Fast Saga",BGM
1209,MTHR - Verbatim.mp3,Verbatim,songs-file/MTHR%20-%20Verbatim.mp3,168.408,0,0,813,MTHR,Mother,2005,Mother Mother,BGM
1210,EFVII - SLAVA FUNK!.mp3,SLAVA FUNK!,songs-file/EFVII%20-%20SLAVA%20FUNK%21.mp3,113.208,0,0,815,EFVII,EVOLUTION FUNK VOL. II,2024,MVSTERIOUS,BGM
1211,BNye - Bill Nye Spits Fire [EXPLICIT].mp3,Bill Nye Spits Fire [EXPLICIT],songs-file/BNye%20-%20Bill%20Nye%20Spits%20Fire%20%5BEXPLICIT%5D.mp3,127.128,0,0,816,BNye,Bill Nye,2019,"Bill Nye, melodysheep",English
1212,2PHKER - 2 phút hơn.mp3,2 phút hơn,songs-file/2PHKER%20-%202%20ph%C3%BAt%20h%C6%A1n.mp3,190.488,0,0,817,2PHKER,2 Phút Hơn (KAIZ Extended Remix),2020,Pháo,Vietnamese
1213,EFALOL - Enemy.mp3,Enemy,songs-file/EFALOL%20-%20Enemy.mp3,170.448,0,0,818,EFALOL,‎Enemy (From Arcane: League of Legends),2021,"Arcane, Imagine Dragons",English
1214,BNS - Bones.mp3,Bones,songs-file/BNS%20-%20Bones.mp3,162.48,0,0,819,BNS,Bones,2022,Imagine Dragons,English
1215,DMNS - Demons.mp3,Demons,songs-file/DMNS%20-%20Demons.mp3,174.384,0,0,820,DMNS,Demons,2012,Imagine Dragons,English
1216,R&R - Calm Down.mp3,Calm Down,songs-file/R%26R%20-%20Calm%20Down.mp3,239.4,0,0,821,R&R,Rave & Roses,2022,"Selena Gomez, Rema",English
1217,NL - No Lie.mp3,No Lie,songs-file/NL%20-%20No%20Lie.mp3,220.272,0,0,822,NL,No Lie,2016,"Sean Paul, Dua Lipa",English
1218,FutrNostlga - Levitating.mp3,Levitating,songs-file/FutrNostlga%20-%20Levitating.mp3,258.336,0,0,823,FutrNostlga,Future Nostalgia,2020,Dua Lipa,English
1219,NR - New Rules.mp3,New Rules,songs-file/NR%20-%20New%20Rules.mp3,209.424,0,0,824,NR,New Rules,2017,Dua Lipa,English
1220,FRNDS - FRIENDS.mp3,FRIENDS,songs-file/FRNDS%20-%20FRIENDS.mp3,202.704,0,0,825,FRNDS,FRIENDS,2018,"Marshmello, Anne-Marie",English
1221,SfHvn - Dandelions.mp3,Dandelions,songs-file/SfHvn%20-%20Dandelions.mp3,228.864,0,0,826,SfHvn,Safe Haven,2017,Ruth B,English
1222,AnglFac - Until I Found You.mp3,Until I Found You,songs-file/AnglFac%20-%20Until%20I%20Found%20You.mp3,175.968,0,0,827,AnglFac,Angel Face,2023,Stephen Sanchez,English
1223,AtLL - Let Her Go.mp3,Let Her Go,songs-file/AtLL%20-%20Let%20Her%20Go.mp3,260.232,0,0,828,AtLL,All the Little Lights,2012,Passenger,English
1224,MMRIS - Memories.mp3,Memories,songs-file/MMRIS%20-%20Memories.mp3,184.512,0,0,829,MMRIS,Memories,2021,Maroon 5,English
1225,M5GLY - Girls Like You.mp3,Girls Like You,songs-file/M5GLY%20-%20Girls%20Like%20You.mp3,232.848,0,0,830,M5GLY,Maroon 5 Girls Like You,2018,Maroon 5,English
1226,NTM - We Don't Talk Anymore.mp3,We Don't Talk Anymore,songs-file/NTM%20-%20We%20Don%27t%20Talk%20Anymore.mp3,217.8,0,0,831,NTM,Nine Track Mind,2016,"Selena Gomez, Charlie Puth",English
1227,SnB - Sugar & Brownies.mp3,Sugar & Brownies,songs-file/SnB%20-%20Sugar%20%26%20Brownies.mp3,198.528,0,0,832,SnB,Sugar and Brownies,2018,DHARIA,English
1229,MgntaRidm - Magenta Riddim.mp3,Magenta Riddim,songs-file/MgntaRidm%20-%20Magenta%20Riddim.mp3,194.568,0,0,834,MgntaRidm,Magenta Riddim,2019,DJ Snake,BGM
1230,Rflcn - Worth It.mp3,Worth It,songs-file/Rflcn%20-%20Worth%20It.mp3,222.984,0,0,835,Rflcn,Reflection,2015,Fifth Harmony,English
1231,SMIL - Harleys In Hawaii.mp3,Harleys In Hawaii,songs-file/SMIL%20-%20Harleys%20In%20Hawaii.mp3,180.072,0,0,836,SMIL,Smile,2020,Katy Perry,English
1232,1989 - Blank Space.mp3,Blank Space,songs-file/1989%20-%20Blank%20Space.mp3,232.008,0,0,837,1989,1989,2014,Taylor Swift,English
1233,UNAPLO - Diamonds.mp3,Diamonds,songs-file/UNAPLO%20-%20Diamonds.mp3,221.928,0,0,838,UNAPLO,Unapologetic,2012,Rihanna,English
1234,TkiTki - Taki Taki.mp3,Taki Taki,songs-file/TkiTki%20-%20Taki%20Taki.mp3,212.616,0,0,833,TkiTki,Taki Taki,2019,"Selena Gomez, Cardi B, Ozuna, DJ Snake","Spanish, English"
1235,BDYSNTH - Show Me The Will 2.mp3,Show Me The Will 2,songs-file/BDYSNTH%20-%20Show%20Me%20The%20Will%202.mp3,220.704,0,0,681,BDYSNTH,BRODYAGA SYNTH,2024,Narvent,BGM
1236,FDDR - Faded (Slowed + Reverb).mp3,Faded (Slowed + Reverb),songs-file/FDDR%20-%20Faded%20%28Slowed%20%2B%20Reverb%29.mp3,240.048,0,0,839,FDDR,Faded (Remixes),2016,Alan Walker,English
1237,BJRNB - Aaj Ki Party.mp3,Aaj Ki Party,songs-file/BJRNB%20-%20Aaj%20Ki%20Party.mp3,280.659592,0,0,46,BJRNB,Bajrangi Bhaijaan,2015,"Shabbir Ahmed, Mika Singh, Shankar-Ehsaan-Loy",Hindi
1238,KICK - Yaar Naa Miley.mp3,Yaar Naa Miley,songs-file/KICK%20-%20Yaar%20Naa%20Miley.mp3,243.278367,0,0,224,KICK,Kick,2014,"Yo Yo Honey Singh, Jasmine Sandlas",Hindi
1239,KICK - Jumme Ki Raat.mp3,Jumme Ki Raat,songs-file/KICK%20-%20Jumme%20Ki%20Raat.mp3,273.893878,0,0,224,KICK,Kick,2014,"Palak Muchhal, Salman Khan",Hindi
1240,J - Nachange Saari Raat.mp3,Nachange Saari Raat,songs-file/J%20-%20Nachange%20Saari%20Raat.mp3,251.585306,0,0,199,J,Junooniyat,2016,"Meet Bros, Tulsi Kumar, Neeraj Shridhar",Hindi
1241,GNDY - Asalaam-e-Ishqum.mp3,Asalaam-e-Ishqum,songs-file/GNDY%20-%20Asalaam-e-Ishqum.mp3,278.622041,0,0,144,GNDY,Gunday,2013,"Bappi Lahiri, Neha Bhasin",Hindi
1242,TVR - Madamiyan.mp3,Madamiyan,songs-file/TVR%20-%20Madamiyan.mp3,300.042449,0,0,840,TVR,Tevar,2015,"Mika Singh, Mamta Sharma",Hindi
1243,ISQZDE - Ishaqzaade.mp3,Ishaqzaade,songs-file/ISQZDE%20-%20Ishaqzaade.mp3,316.917551,0,0,841,ISQZDE,Ishaqzaade,2012,"Shreya Ghoshal, Javed Akhtar",Hindi
1244,ISQZDE - Chokra Jawaan.mp3,Chokra Jawaan,songs-file/ISQZDE%20-%20Chokra%20Jawaan.mp3,310.204082,0,0,841,ISQZDE,Ishaqzaade,2012,"Vishal Dadlani, Sunidhi Chauhan, Amit Trivedi",Hindi
1245,ISQZDE - Jhalla Wallah.mp3,Jhalla Wallah,songs-file/ISQZDE%20-%20Jhalla%20Wallah.mp3,351.477551,0,0,841,ISQZDE,Ishaqzaade,2012,"Shreya Ghoshal, Amit Trivedi",Hindi
1246,DbDml - Jalebi Bai.mp3,Jalebi Bai,songs-file/DbDml%20-%20Jalebi%20Bai.mp3,238.106122,0,0,842,DbDml,Double Dhamaal,2011,"Ritu Pathak, Anand Raj Anand",Hindi
1247,H2 - Anarkali Disco Chali.mp3,Anarkali Disco Chali,songs-file/H2%20-%20Anarkali%20Disco%20Chali.mp3,293.982041,0,0,165,H2,Housefull 2,2012,"Sukhwinder Singh, Mamta Sharma",Hindi
1248,TDP - Ooh La La.mp3,Ooh La La,songs-file/TDP%20-%20Ooh%20La%20La.mp3,258.089796,0,0,372,TDP,The Dirty Picture,2011,Bappi Lahiri,Hindi
1249,DBNG - Munni Badnaam.mp3,Munni Badnaam,songs-file/DBNG%20-%20Munni%20Badnaam.mp3,307.09551,0,0,786,DBNG,Dabangg,2010,Mamta Sharma,Hindi
1250,DBNG2 - Fevicol Se.mp3,Fevicol Se,songs-file/DBNG2%20-%20Fevicol%20Se.mp3,289.906939,0,0,85,DBNG2,Dabangg 2,2012,"Wajid Ali, Mamta Sharma",Hindi
1251,SJ - Dilbar.mp3,Dilbar,songs-file/SJ%20-%20Dilbar.mp3,184.52898,0,0,333,SJ,Satyameva Jayate,2018,"Ikka Singh, Dhvani Bhanushali, Neha Kakkar",Hindi
1252,BtlaHs - O Saki Saki.mp3,O Saki Saki,songs-file/BtlaHs%20-%20O%20Saki%20Saki.mp3,191.137959,0,0,843,BtlaHs,Batla House,2019,"Neha Kakkar, Tanishk Bagchi, B Praak, Vishal-Shekhar, Tulsi Kumar",Hindi
1253,KGF1 - Gali Gali.mp3,Gali Gali,songs-file/KGF1%20-%20Gali%20Gali.mp3,174.785306,0,0,844,KGF1,K G F Chapter 1,2018,Neha Kakkar,Hindi
1254,Str2 - Aaj Ki Raat.mp3,Aaj Ki Raat,songs-file/Str2%20-%20Aaj%20Ki%20Raat.mp3,228.649796,0,0,845,Str2,Stree 2,2024,"Sachin-Jigar, Amitabh Bhattacharya, Divya Kumar, Madhubanti Bagchi",Hindi
1255,DMD - Mit Jaaye Gham (Dum Maaro Dum).mp3,Mit Jaaye Gham (Dum Maaro Dum),songs-file/DMD%20-%20Mit%20Jaaye%20Gham%20%28Dum%20Maaro%20Dum%29.mp3,234.083265,0,0,115,DMD,Dum Maaro Dum,2011,Anushka Manchanda,Hindi
1256,1Ks - One Kiss.mp3,One Kiss,songs-file/1Ks%20-%20One%20Kiss.mp3,211.488,0,0,846,1Ks,One Kiss,2018,"Dua Lipa, Calvin Harris",English
1257,Dhdk - Dhadak Title Track.mp3,Dhadak Title Track,songs-file/Dhdk%20-%20Dhadak%20Title%20Track.mp3,243.539592,0,0,847,Dhdk,Dhadak,2018,"Shreya Ghoshal, Ajay Gogavale",Hindi
1258,SHNCHN - Shinchan Title Song (Mera naam hi Shinchan hai).mp3,Shinchan Title Song (Mera naam hi Shinchan hai),songs-file/SHNCHN%20-%20Shinchan%20Title%20Song%20%28Mera%20naam%20hi%20Shinchan%20hai%29.mp3,63.768,0,0,848,SHNCHN,Shinchan,1992,Shinchan,"Hindi, Cartoon"
1259,SHNCHN - JAB DEKHO TAB SHAITANI.mp3,JAB DEKHO TAB SHAITANI,songs-file/SHNCHN%20-%20JAB%20DEKHO%20TAB%20SHAITANI.mp3,79.272,0,0,848,SHNCHN,Shinchan,1992,Shinchan,"Hindi, Cartoon"
1260,NnjHtri - Ninja Hattori (Title Track).mp3,Ninja Hattori (Title Track),songs-file/NnjHtri%20-%20Ninja%20Hattori%20%28Title%20Track%29.mp3,72.888,0,0,849,NnjHtri,Ninja Hattori,1981,Ninja Hattori,"Hindi, Cartoon"
1261,NnjHtri - Ha Ha Ha Hattori.mp3,Ha Ha Ha Hattori,songs-file/NnjHtri%20-%20Ha%20Ha%20Ha%20Hattori.mp3,59.496,0,0,849,NnjHtri,Ninja Hattori,1981,Ninja Hattori,"Hindi, Cartoon"
1262,D - Gol Sa Banao (Doraemon Drawing).mp3,Gol Sa Banao (Doraemon Drawing),songs-file/D%20-%20Gol%20Sa%20Banao%20%28Doraemon%20Drawing%29.mp3,60.048,0,0,112,D,Doraemon,1979,Doraemon,"Hindi, Cartoon"
1263,CBAK - Chhota Bheem Aur Krishna.mp3,Chhota Bheem Aur Krishna,songs-file/CBAK%20-%20Chhota%20Bheem%20Aur%20Krishna.mp3,79.704,0,0,850,CBAK,Chhota Bheem Aur Krishna,2008,Chhota Bheem,"Hindi, Cartoon"
1264,ChtaBhm - Chhota Bheem.mp3,Chhota Bheem,songs-file/ChtaBhm%20-%20Chhota%20Bheem.mp3,76.752,0,0,851,ChtaBhm,Chhota Bheem,2008,Chhota Bheem,"Hindi, Cartoon"
1265,Sktmn - Shaktimaan.mp3,Shaktimaan,songs-file/Sktmn%20-%20Shaktimaan.mp3,129.096,0,0,852,Sktmn,Shaktimaan,1997,"Pandit Ajay Pohankar, Vinod Rathod","Hindi, Cartoon"
1266,Hnmn - Akdam Bakdam.mp3,Akdam Bakdam,songs-file/Hnmn%20-%20Akdam%20Bakdam.mp3,162.873469,0,0,853,Hnmn,Hanuman,2005,Shravan Rathod,"Hindi, Cartoon"
1267,BlGnsh - Shankarji Ka Damroo Baje.mp3,Shankarji Ka Damroo Baje,songs-file/BlGnsh%20-%20Shankarji%20Ka%20Damroo%20Baje.mp3,273.110204,0,0,854,BlGnsh,Bal Ganesh,2007,Kailash Kher,"Hindi, Cartoon"
1268,Ghtkch - Main Hoon Ghatothkach.mp3,Main Hoon Ghatothkach,songs-file/Ghtkch%20-%20Main%20Hoon%20Ghatothkach.mp3,140.094694,0,0,855,Ghtkch,Ghatothkach,2008,Shravan Rathod,"Hindi, Cartoon"
1269,KTB - Krishna - The Birth Song.mp3,Krishna - The Birth Song,songs-file/KTB%20-%20Krishna%20-%20The%20Birth%20Song.mp3,60.744,0,0,856,KTB,Krishna: The Birth,2006,Radha-Krishna,"Hindi, Cartoon"
1270,Hnmn - Hanuman Theme.mp3,Hanuman Theme,songs-file/Hnmn%20-%20Hanuman%20Theme.mp3,183.536327,0,0,853,Hnmn,Hanuman,2005,Swapnil Bandodkar,"Hindi, Cartoon"
1271,Hnmn - Mahabali Maharudra.mp3,Mahabali Maharudra,songs-file/Hnmn%20-%20Mahabali%20Maharudra.mp3,281.443265,0,0,853,Hnmn,Hanuman,2005,"Kailash Kher, Shaan, Sonu Nigam, Madhushree, Sneha Pant, Tapas Relia, Palash Sen, Vijay Prakash","Hindi, Cartoon"
1272,RtHnmn - Aasman Ko Chukar.mp3,Aasman Ko Chukar,songs-file/RtHnmn%20-%20Aasman%20Ko%20Chukar.mp3,274.12898,0,0,857,RtHnmn,Return of Hanuman,2007,"Daler Mehndi, Tapas Relia, Shaznine, Francois Castellino, Neuman Pinto","Hindi, Cartoon"
1273,RtHnmn - Blackhole.mp3,Blackhole,songs-file/RtHnmn%20-%20Blackhole.mp3,290.246531,0,0,857,RtHnmn,Return of Hanuman,2007,"Adnan Sami, Vijay Prakash, Tapas Relia","Hindi, Cartoon"
1274,RtHnmn - Dhishum Dhishum.mp3,Dhishum Dhishum,songs-file/RtHnmn%20-%20Dhishum%20Dhishum.mp3,249.129796,0,0,857,RtHnmn,Return of Hanuman,2007,"Shravan Rathod, Tapas Relia","Hindi, Cartoon"
1275,RtHnmn - Superstar.mp3,Superstar,songs-file/RtHnmn%20-%20Superstar.mp3,160.156735,0,0,857,RtHnmn,Return of Hanuman,2007,"Francois Castellino, Tapas Relia, Shaznine","Hindi, Cartoon"
1276,RtHnmn - Instrumental Medley.mp3,Instrumental Medley,songs-file/RtHnmn%20-%20Instrumental%20Medley.mp3,373.002449,0,0,857,RtHnmn,Return of Hanuman,2007,Tapas Relia,"BGM, Cartoon"
1277,WhtLght - Goth (Slowed + Reverb).mp3,Goth (Slowed + Reverb),songs-file/WhtLght%20-%20Goth%20%28Slowed%20%2B%20Reverb%29.mp3,252.672,0,0,858,WhtLght,White Light,2015,Sidewalks and Skeletons,BGM
1278,NoRots - No Roots.mp3,No Roots,songs-file/NoRots%20-%20No%20Roots.mp3,236.448,0,0,859,NoRots,No Roots,2016,Alice Merton,English
1279,Chva - Aaya Re Toofan.mp3,Aaya Re Toofan,songs-file/Chva%20-%20Aaya%20Re%20Toofan.mp3,279.693061,0,0,860,Chva,Chhaava,2025,"A. R. Rahman, Vaishali Samant, Kshitij Patwardhan, Irshad Kamil",Hindi
1280,SNJU - Kar Har Maidaan Fateh.mp3,Kar Har Maidaan Fateh,songs-file/SNJU%20-%20Kar%20Har%20Maidaan%20Fateh.mp3,311.954286,0,0,861,SNJU,Sanju,2018,"Shreya Ghoshal, Sukhwinder Singh",Hindi
1281,SNJU - Main Badhiya Tu Bhi Badhiya.mp3,Main Badhiya Tu Bhi Badhiya,songs-file/SNJU%20-%20Main%20Badhiya%20Tu%20Bhi%20Badhiya.mp3,274.311837,0,0,861,SNJU,Sanju,2018,"Sonu Nigam, Sunidhi Chauhan",Hindi
1282,MTM - Funkytown.mp3,Funkytown,songs-file/MTM%20-%20Funkytown.mp3,238.632,0,0,862,MTM,Mouth to Mouth,1979,Lipps Inc.,English
1283,IMPRUS - Imperius.mp3,Imperius,songs-file/IMPRUS%20-%20Imperius.mp3,136.632,0,0,863,IMPRUS,Imperius,2023,Caleb Bryant,BGM
1284,Tnhji - Maay Bhavani.mp3,Maay Bhavani,songs-file/Tnhji%20-%20Maay%20Bhavani.mp3,258.821224,0,0,864,Tnhji,Tanhaji,2020,"Shreya Ghoshal, Sukhwinder Singh, Ajay-Atul",Hindi
1285,47 - Beanie.mp3,Beanie,songs-file/47%20-%20Beanie.mp3,148.392,0,0,865,47,47,2024,Chezile,Hindi
1286,ZNMD - Dil Dhadakne Do.mp3,Dil Dhadakne Do,songs-file/ZNMD%20-%20Dil%20Dhadakne%20Do.mp3,231.941224,0,0,409,ZNMD,Zindagi Na Milegi Dobara,2011,"Joi Barua, Suraj Jagan, Shankar Mahadevan",Hindi
1287,TZP - Kholo Kholo.mp3,Kholo Kholo,songs-file/TZP%20-%20Kholo%20Kholo.mp3,312.058776,0,0,357,TZP,Taare Zameen Par,2007,Raman Mahadevan,Hindi
1288,KHKN - Ae Kash Ke Hum.mp3,Ae Kash Ke Hum,songs-file/KHKN%20-%20Ae%20Kash%20Ke%20Hum.mp3,310.465306,0,0,866,KHKN,Kabhi Haan Kabhi Naa,1994,"Kumar Sanu, Jatin-Lalit",Hindi
1289,PRDIS - Paradise.mp3,Paradise,songs-file/PRDIS%20-%20Paradise.mp3,274.56,0,0,867,PRDIS,Paradise,2011,Coldplay,English
1290,HMH&S - BIRDS OF A FEATHER.mp3,BIRDS OF A FEATHER,songs-file/HMH%26S%20-%20BIRDS%20OF%20A%20FEATHER.mp3,210.48,0,0,868,HMH&S,Hit Me Hard and Soft,2024,Billie Eilish,English
1291,PRCTS - Yellow.mp3,Yellow,songs-file/PRCTS%20-%20Yellow.mp3,268.56,0,0,869,PRCTS,Parachutes,2000,Coldplay,English
1292,BTO - Be the One.mp3,Be the One,songs-file/BTO%20-%20Be%20the%20One.mp3,203.016,0,0,870,BTO,Be the One,2015,Dua Lipa,English
1293,UAN - What Makes You Beautiful.mp3,What Makes You Beautiful,songs-file/UAN%20-%20What%20Makes%20You%20Beautiful.mp3,203.328,0,0,871,UAN,Up All Night,2011,One Direction,English
1294,TWLaSS - Save Your Tears.mp3,Save Your Tears,songs-file/TWLaSS%20-%20Save%20Your%20Tears.mp3,216.24,0,0,872,TWLaSS,The Weeknd: Live at SoFi Stadium,2023,Abel Tesfaye,English
1295,JSTS - Ghost.mp3,Ghost,songs-file/JSTS%20-%20Ghost.mp3,152.688,0,0,873,JSTS,Justice,2021,Justin Bieber,English
1296,Ilumnte - There’s Nothing Holdin’ Me Back.mp3,There’s Nothing Holdin’ Me Back,songs-file/Ilumnte%20-%20There%E2%80%99s%20Nothing%20Holdin%E2%80%99%20Me%20Back.mp3,205.056,0,0,874,Ilumnte,Illuminate,2016,Shawn Mendes,English
1297,MotS - My Universe.mp3,My Universe,songs-file/MotS%20-%20My%20Universe.mp3,228.36,0,0,875,MotS,Music of the Spheres,2021,"Coldplay, BTS",English
1298,GTAVC - GTA Vice City Theme (Extended).mp3,GTA Vice City Theme (Extended),songs-file/GTAVC%20-%20GTA%20Vice%20City%20Theme%20%28Extended%29.mp3,210.168,0,0,479,GTAVC,GTA Vice City,2002,Tommy Vercetti,"BGM, English"
1299,SariSani - Not A Teaser (Theme).mp3,Not A Teaser (Theme),songs-file/SariSani%20-%20Not%20A%20Teaser%20%28Theme%29.mp3,80.04,0,0,877,SariSani,Saripodhaa Sanivaaram,2024,"Jakes Bejoy, Sanapati Bharadwaj Patrudu","BGM, Tamil"
1300,Mntro - INDUSTRY BABY.mp3,INDUSTRY BABY,songs-file/Mntro%20-%20INDUSTRY%20BABY.mp3,212.088163,0,0,878,Mntro,MONTERO,2021,Lil Nas X,English
1301,HBJ - Aashiq Tera.mp3,Aashiq Tera,songs-file/HBJ%20-%20Aashiq%20Tera.mp3,294.817959,0,0,879,HBJ,Happy Bhag Jayegi,2016,"Mudassar Aziz, Sohail Sen, Altamash Faridi",Hindi
1302,MNIK - Tere Naina.mp3,Tere Naina,songs-file/MNIK%20-%20Tere%20Naina.mp3,278.674286,0,0,262,MNIK,My Name Is Khan,2010,"Shafqat Amanat Ali, Shankar-Ehsaan-Loy",Hindi
1303,JwniDwni - Jane Jaan Dhoondta.mp3,Jane Jaan Dhoondta,songs-file/JwniDwni%20-%20Jane%20Jaan%20Dhoondta.mp3,354.899592,0,0,880,JwniDwni,Jawani Diwani,1972,"R. D. Burman, Kishore Kumar, Asha Bhosle",Hindi
1304,LvStry - Dekho Maine Dekha Hai Ek Sapna.mp3,Dekho Maine Dekha Hai Ek Sapna,songs-file/LvStry%20-%20Dekho%20Maine%20Dekha%20Hai%20Ek%20Sapna.mp3,257.906939,0,0,881,LvStry,Love Story,1981,"Amit Kumar, Lata Mangeshkar",Hindi
1305,PP - International Love.mp3,International Love,songs-file/PP%20-%20International%20Love.mp3,227.343675,0,0,882,PP,Planet Pit,2011,"Pitbull, Chris Brown",English
1306,MSTI - Dil De Diya Hai.mp3,Dil De Diya Hai,songs-file/MSTI%20-%20Dil%20De%20Diya%20Hai.mp3,366.837551,0,0,883,MSTI,Masti,2004,"Anand Raj Anand, Sameer Anjaan",Hindi
1307,KABIL - Haseeno Ka Deewana.mp3,Haseeno Ka Deewana,songs-file/KABIL%20-%20Haseeno%20Ka%20Deewana.mp3,229.250612,0,0,202,KABIL,Kaabil,2016,"Raftaar, Payal Dev",Hindi
1309,KABIL - Kaabil Hoon.mp3,Kaabil Hoon,songs-file/KABIL%20-%20Kaabil%20Hoon.mp3,314.122449,0,0,202,KABIL,Kaabil,2016,"Jubin Nautiyal, Palak Muchhal",Hindi
1310,NTV - Counting Stars.mp3,Counting Stars,songs-file/NTV%20-%20Counting%20Stars.mp3,257.541224,0,0,884,NTV,Native,2013,OneRepublic,English
1311,4EVRYNG - Forever Young.mp3,Forever Young,songs-file/4EVRYNG%20-%20Forever%20Young.mp3,222.798367,0,0,885,4EVRYNG,Forever Young,1984,Alphaville,Hindi
1312,TFC - The Final Countdown.mp3,The Final Countdown,songs-file/TFC%20-%20The%20Final%20Countdown.mp3,307.382857,0,0,886,TFC,The Final Countdown,1986,Europe,English
1313,COADF - Hung Up.mp3,Hung Up,songs-file/COADF%20-%20Hung%20Up.mp3,197.485714,0,0,887,COADF,Confessions on a Dance Floor,2005,Madonna,English
1314,CndyShp - Candy Shop.mp3,Candy Shop,songs-file/CndyShp%20-%20Candy%20Shop.mp3,239.333878,0,0,888,CndyShp,Candy Shop,2005,50 Cent,English
1315,GRoDT - In da Club.mp3,In da Club,songs-file/GRoDT%20-%20In%20da%20Club.mp3,194.089796,0,0,889,GRoDT,Get Rich or Die Tryin',2003,50 Cent,English
1316,TheMscre - Just A Lil Bit.mp3,Just A Lil Bit,songs-file/TheMscre%20-%20Just%20A%20Lil%20Bit.mp3,237.923265,0,0,890,TheMscre,The Massacre,2005,50 Cent,English
1317,2001 - Still D.R.E..mp3,Still D.R.E.,songs-file/2001%20-%20Still%20D.R.E..mp3,290.220408,0,0,806,2001,2001,1999,"Snoop Dogg, Dr. Dre",English
1318,RktChrit - MILA TOH MAREGA.mp3,MILA TOH MAREGA,songs-file/RktChrit%20-%20MILA%20TOH%20MAREGA.mp3,219.533061,0,0,891,RktChrit,Rakta Charitra,2010,"Ravindra Upadhyay, Vishvesh Parmar",Hindi
1319,MNSHA - Manasha.mp3,Manasha,songs-file/MNSHA%20-%20Manasha.mp3,116.27102,0,0,892,MNSHA,Manasha,2024,Ashreveal,BGM
1320,вктк - вот как то так (Slowed).mp3,вот как то так (Slowed),songs-file/%D0%B2%D0%BA%D1%82%D0%BA%20-%20%D0%B2%D0%BE%D1%82%20%D0%BA%D0%B0%D0%BA%20%D1%82%D0%BE%20%D1%82%D0%B0%D0%BA%20%28Slowed%29.mp3,355.73551,0,0,893,вктк,вот как то так,2023,asanrap,Russian
